598568,0.9977417,0.064086914,-0.017822266,0.008605957,0,-38,3,14,25,21
606548,0.9977417,0.06298828,-0.018493652,0.010192871,1,5,3,57,27,108
614572,0.99780273,0.061950684,-0.019042969,0.01171875,1,18,3,74,29,31
622580,0.99780273,0.06109619,-0.019470215,0.013366699,0,-59,3,64,30,69
630604,0.99780273,0.06036377,-0.019836426,0.015197754,0,84,3,17,30,-6
639148,0.99780273,0.059692383,-0.020202637,0.01739502,0,4,2,-35,31,69
646652,0.99780273,0.05895996,-0.020812988,0.019836426,0,27,2,-59,31,111
655184,0.99780273,0.058288574,-0.021606445,0.022399902,0,104,2,-46,31,-90
662672,0.9977417,0.057800293,-0.022338867,0.024902344,0,-88,2,-16,31,-48
670688,0.99768066,0.057434082,-0.022888184,0.02746582,0,-45,2,-9,32,6
678716,0.9976196,0.057128906,-0.02331543,0.030029297,0,-31,2,-30,32,31
686720,0.9975586,0.05682373,-0.023864746,0.03265381,1,6,2,-62,31,-12
694736,0.9974365,0.056518555,-0.024536133,0.035217285,1,61,2,-76,31,-47
702748,0.9973755,0.05621338,-0.02532959,0.037841797,1,68,2,-89,31,-30
710772,0.9972534,0.055786133,-0.026245117,0.040527344,1,13,2,120,31,-10
718792,0.99713135,0.055419922,-0.02722168,0.043395996,0,-48,2,84,32,13
734824,0.99676514,0.054748535,-0.02960205,0.049743652,1,90,2,89,31,-14
742836,0.99664307,0.05432129,-0.030822754,0.052856445,1,-54,2,113,31,-2
750856,0.99645996,0.053833008,-0.031921387,0.055908203,2,7,2,-107,32,72
758876,0.99627686,0.053466797,-0.03277588,0.059020996,2,60,2,-74,32,125
766896,0.99609375,0.053100586,-0.03363037,0.06188965,2,-97,2,-46,32,104
775432,0.99591064,0.05279541,-0.034423828,0.06463623,2,-20,2,-14,32,83
782920,0.99572754,0.0524292,-0.03515625,0.06713867,3,3,2,-8,32,100
790932,0.99554443,0.052001953,-0.0357666,0.06964111,2,-35,2,-22,32,122
798952,0.9953613,0.051635742,-0.036315918,0.072143555,2,-51,2,-36,32,114
806976,0.9951782,0.051452637,-0.036987305,0.074645996,2,-19,2,-42,32,96
814992,0.9949341,0.051208496,-0.03765869,0.07714844,2,-4,2,-48,32,72
823004,0.994751,0.05102539,-0.038269043,0.079589844,2,-17,2,-62,32,27
831552,0.9945679,0.05078125,-0.03881836,0.08203125,2,-22,2,-84,31,-25
839040,0.99432373,0.050476074,-0.039611816,0.084472656,2,-35,2,-105,31,-68
847048,0.9940796,0.050231934,-0.040405273,0.08691406,2,-20,2,-110,31,-109
863084,0.9935913,0.049926758,-0.04248047,0.091552734,3,110,2,-75,31,-126
871104,0.99334717,0.049682617,-0.043640137,0.09362793,3,94,2,-90,31,97
879124,0.99316406,0.049316406,-0.0446167,0.09564209,3,35,2,-125,31,75
887660,0.99298096,0.04876709,-0.04547119,0.097595215,2,-48,2,91,31,79
895144,0.9927368,0.048095703,-0.04626465,0.099731445,2,111,2,49,31,105
903164,0.9924927,0.047424316,-0.04711914,0.101989746,2,13,2,10,31,-126
911188,0.99224854,0.046813965,-0.047973633,0.10449219,1,-7,1,-1,31,-92
919200,0.99194336,0.04626465,-0.048950195,0.107055664,2,13,1,-1,31,-60
927228,0.9916382,0.045715332,-0.049926758,0.109558105,2,72,2,0,31,-48
935236,0.991333,0.045166016,-0.05090332,0.11206055,2,78,2,9,31,-1
943248,0.99102783,0.044677734,-0.051818848,0.11462402,2,84,2,15,32,35
951264,0.9906616,0.04437256,-0.052856445,0.117126465,2,-110,2,26,32,40
975312,0.98968506,0.043395996,-0.055419922,0.12426758,2,-51,2,50,32,110
983864,0.9893799,0.043151855,-0.05609131,0.12658691,2,-4,2,82,32,-106
991340,0.9890747,0.04296875,-0.056762695,0.12878418,3,46,2,94,32,-87
999356,0.98876953,0.04272461,-0.05731201,0.13092041,3,54,2,85,32,-92
1007388,0.98846436,0.042419434,-0.057556152,0.13305664,3,11,2,54,32,-88
1015396,0.9881592,0.042114258,-0.057800293,0.13531494,3,30,2,35,32,-95
1023408,0.98791504,0.041748047,-0.058044434,0.13745117,3,72,2,35,32,-94
1031424,0.98760986,0.04144287,-0.05822754,0.1395874,3,103,2,48,32,-78
1039456,0.9873047,0.041137695,-0.05822754,0.1416626,3,-105,2,64,32,-58
