599676,0.73583984,-0.20953369,0.64385986,-0.0036621094,-23,-34,-8,-108,2,-125
607164,0.7359009,-0.20965576,0.6437378,-0.0037841797,-25,-24,-9,-52,3,3
615184,0.7359619,-0.20977783,0.6436157,-0.00390625,-26,119,-9,73,3,105
623196,0.736084,-0.2098999,0.64349365,-0.0040283203,-27,102,-10,-35,3,-78
631216,0.73620605,-0.21002197,0.64331055,-0.0041503906,-28,-96,-10,-119,3,-29
639220,0.7363281,-0.21020508,0.64312744,-0.004272461,-28,17,-10,83,4,2
647252,0.7364502,-0.21032715,0.64294434,-0.004333496,-29,-79,-10,45,4,12
655272,0.7366333,-0.21038818,0.6427002,-0.0043945312,-29,112,-10,19,4,12
663276,0.7369385,-0.21032715,0.642334,-0.0044555664,-29,63,-10,0,4,13
671308,0.7373047,-0.21020508,0.6419678,-0.0044555664,-29,30,-11,-12,4,25
679312,0.73760986,-0.21014404,0.64160156,-0.0044555664,-29,4,-11,-27,4,31
695348,0.7382202,-0.2098999,0.64105225,-0.004333496,-30,-44,-11,-48,4,62
703360,0.7384033,-0.20977783,0.6408081,-0.004272461,-30,-81,-11,-51,4,88
711400,0.7385254,-0.2097168,0.64068604,-0.004211426,-30,-102,-11,-53,4,113
719388,0.73864746,-0.2097168,0.640625,-0.0040893555,-30,-117,-11,-49,4,127
727416,0.73864746,-0.2097168,0.64056396,-0.0040283203,-30,-126,-11,-41,4,123
735952,0.7387085,-0.20977783,0.6405029,-0.003967285,-30,-125,-11,-26,4,108
743452,0.73876953,-0.20977783,0.6404419,-0.0038452148,-30,-121,-11,-7,4,83
751464,0.7390137,-0.20965576,0.64019775,-0.0037231445,-30,-117,-10,6,4,67
759988,0.7394409,-0.20941162,0.6397705,-0.003540039,-30,-116,-10,15,4,79
767484,0.73986816,-0.20916748,0.63934326,-0.0034179688,-30,-110,-10,12,4,85
775496,0.7402344,-0.20892334,0.63897705,-0.0032348633,-30,-117,-11,-2,4,91
783516,0.7406006,-0.20880127,0.6386719,-0.003112793,-30,123,-11,-11,4,106
791528,0.74090576,-0.20861816,0.6383667,-0.0030517578,-30,101,-11,-21,4,112
799560,0.741272,-0.20843506,0.63793945,-0.0029296875,-30,91,-11,-24,4,115
807568,0.74157715,-0.20825195,0.6376343,-0.0028076172,-30,88,-11,-27,4,124
816112,0.74176025,-0.20825195,0.6374512,-0.002746582,-30,82,-11,-25,4,-119
823596,0.7418213,-0.20825195,0.63739014,-0.002746582,-30,67,-11,-8,4,-103
831616,0.7418213,-0.20831299,0.63739014,-0.0026855469,-30,70,-11,-1,4,-94
839628,0.74176025,-0.20843506,0.63739014,-0.0026855469,-30,79,-10,14,4,-107
855664,0.74176025,-0.20855713,0.6373291,-0.0026855469,-30,113,-10,32,4,100
863696,0.74194336,-0.2084961,0.63720703,-0.0026855469,-30,-128,-10,35,4,85
871692,0.74212646,-0.20837402,0.6369629,-0.0026855469,-30,-121,-10,35,4,85
879716,0.7423096,-0.20819092,0.6368408,-0.0026245117,-30,-120,-10,32,4,83
887736,0.7424927,-0.20806885,0.6366577,-0.0025634766,-30,-124,-10,25,4,99
895776,0.7425537,-0.20794678,0.6365967,-0.0025024414,-30,113,-10,17,4,116
903772,0.7425537,-0.20794678,0.6365967,-0.0025024414,-30,107,-10,13,4,-128
911772,0.7424927,-0.20794678,0.6366577,-0.0025024414,-30,104,-10,13,4,-123
919784,0.7423706,-0.20794678,0.6367798,-0.0024414062,-30,105,-10,4,4,-124
927804,0.7423096,-0.20800781,0.63690186,-0.0024414062,-30,117,-11,-2,4,116
935840,0.7423096,-0.20794678,0.6369629,-0.0024414062,-30,126,-10,2,4,94
943848,0.7423706,-0.20776367,0.63690186,-0.002380371,-30,127,-10,9,4,90
952388,0.7425537,-0.20758057,0.63671875,-0.0022583008,-30,121,-10,15,4,118
959880,0.7426758,-0.20739746,0.6366577,-0.0021972656,-30,100,-10,15,4,-111
967888,0.7427368,-0.20733643,0.6365967,-0.0021362305,-30,75,-10,25,4,-85
975912,0.7427368,-0.20727539,0.6365967,-0.0020751953,-30,63,-10,47,4,-67
983916,0.74279785,-0.20727539,0.6365967,-0.0020751953,-30,61,-10,50,4,-79
991936,0.7428589,-0.20727539,0.63653564,-0.0020751953,-30,70,-10,41,4,-104
999964,0.7429199,-0.20727539,0.6364746,-0.0020751953,-30,93,-10,13,4,-124
1007964,0.7429199,-0.20733643,0.6364136,-0.0021362305,-30,117,-11,-14,4,115
1015996,0.74298096,-0.20733643,0.6362915,-0.0021362305,-30,124,-11,-26,4,96
1023996,0.743103,-0.20721436,0.63616943,-0.0020751953,-30,125,-11,-24,4,93
1032020,0.74328613,-0.20709229,0.63604736,-0.0020751953,-30,116,-11,-17,4,97
1040036,0.7434082,-0.20697021,0.6359863,-0.0020141602,-30,100,-11,-4,4,108
1048060,0.7435303,-0.20684814,0.63586426,-0.0020141602,-30,87,-10,8,4,124
1056068,0.74365234,-0.20678711,0.63568115,-0.0020141602,-30,72,-10,25,4,-113
1064092,0.7437744,-0.20672607,0.6356201,-0.0020141602,-30,66,-10,25,4,-100
1072096,0.74383545,-0.20672607,0.6355591,-0.0020141602,-30,74,-10,20,4,-101
1080116,0.74383545,-0.20678711,0.63549805,-0.0020751953,-30,82,-10,4,4,-106
1088112,0.7438965,-0.20684814,0.635437,-0.0021362305,-30,89,-11,-11,4,-122
1096140,0.7439575,-0.20690918,0.63531494,-0.0021362305,-30,106,-11,-16,4,-122
1104160,0.74401855,-0.20690918,0.6352539,-0.0021362305,-30,121,-11,-13,4,124
1112176,0.7441406,-0.20690918,0.63513184,-0.0020751953,-30,126,-11,-7,4,124
1120188,0.74432373,-0.20684814,0.63494873,-0.0020751953,-30,-127,-11,-6,4,127
1128220,0.7445679,-0.20672607,0.6347046,-0.001953125,-30,126,-11,-4,4,122
1136224,0.74487305,-0.206604,0.6343994,-0.0018920898,-30,119,-11,-4,4,122
1144240,0.7451782,-0.2064209,0.6340332,-0.0017700195,-30,112,-11,-2,4,126
1152248,0.74554443,-0.20629883,0.633667,-0.0017089844,-30,107,-11,-1,4,-123
1160268,0.7458496,-0.20611572,0.6333618,-0.0015869141,-30,101,-10,3,4,-115
1168288,0.74609375,-0.20605469,0.63305664,-0.0015258789,-30,95,-10,13,4,-113
1176304,0.7463989,-0.20593262,0.6328125,-0.0014038086,-30,89,-10,23,4,-107
1184844,0.7467041,-0.20581055,0.6325073,-0.0013427734,-30,85,-10,29,4,-86
1192856,0.74694824,-0.20568848,0.63220215,-0.0012207031,-30,80,-10,33,4,-76
1200340,0.7471924,-0.20562744,0.631958,-0.0010986328,-30,79,-10,35,4,-69
1208364,0.7473755,-0.20562744,0.63171387,-9.765625E-4,-30,86,-10,35,4,-66
1216372,0.7475586,-0.20562744,0.6314697,-9.1552734E-4,-30,88,-10,35,4,-69
1224392,0.7477417,-0.20562744,0.63134766,-7.9345703E-4,-30,106,-10,32,4,-86
1232936,0.74786377,-0.2055664,0.63116455,-6.713867E-4,-30,125,-10,46,4,-115
1240440,0.7480469,-0.20544434,0.63098145,-5.493164E-4,-30,-117,-10,60,4,-125
1248432,0.748291,-0.20532227,0.63079834,-4.272461E-4,-30,-110,-10,53,4,119
1256456,0.74853516,-0.20507812,0.63049316,-3.6621094E-4,-30,-116,-10,34,4,107
1264476,0.74884033,-0.20483398,0.630249,-2.4414062E-4,-30,-127,-10,23,4,122
1272492,0.7490845,-0.20458984,0.6300659,-1.8310547E-4,-30,102,-10,9,4,-111
1280508,0.7493286,-0.20440674,0.6298218,-1.2207031E-4,-30,68,-10,9,4,-87
1288520,0.7494507,-0.20422363,0.6296997,-6.1035156E-5,-30,45,-10,20,4,-57
1296560,0.74957275,-0.2041626,0.6296387,-1.2207031E-4,-30,32,-10,29,4,-23
1304556,0.7495117,-0.20422363,0.6296387,-1.8310547E-4,-30,19,-10,34,4,-3
1312580,0.7494507,-0.20440674,0.6296997,-2.4414062E-4,-30,11,-10,38,5,4
1320580,0.7492676,-0.20465088,0.6298218,-3.6621094E-4,-30,14,-10,45,5,1
1328604,0.7490845,-0.20495605,0.62994385,-4.8828125E-4,-30,27,-10,49,4,-15
1344632,0.7489624,-0.2053833,0.62994385,-7.9345703E-4,-30,79,-10,58,4,-66
1352636,0.74902344,-0.20550537,0.62976074,-8.544922E-4,-30,110,-10,62,4,-102
1361184,0.74920654,-0.20550537,0.62957764,-9.1552734E-4,-30,-115,-10,58,4,-118
1368688,0.7494507,-0.20550537,0.6293335,-9.1552734E-4,-30,-92,-10,50,4,-119
1377216,0.7496948,-0.2053833,0.62908936,-9.1552734E-4,-30,-90,-10,45,4,-104
1384716,0.7498779,-0.20532227,0.6288452,-9.1552734E-4,-30,-99,-10,43,4,-74
1392736,0.75,-0.20526123,0.6287842,-8.544922E-4,-30,-117,-10,38,4,-54
1400760,0.75,-0.20532227,0.62872314,-8.544922E-4,-30,125,-10,19,4,-43
1408764,0.7498779,-0.2053833,0.6288452,-8.544922E-4,-30,116,-10,6,4,-50
1416784,0.74975586,-0.20550537,0.6289673,-9.1552734E-4,-30,115,-10,1,4,-65
1424796,0.7496948,-0.2055664,0.6290283,-9.765625E-4,-30,117,-10,4,4,-88
1432832,0.7496948,-0.2055664,0.6289673,-9.765625E-4,-30,112,-10,1,4,-93
1440840,0.7498169,-0.20550537,0.62890625,-0.0010375977,-30,107,-10,4,4,-93
1448844,0.74993896,-0.20544434,0.62872314,-0.0010375977,-30,103,-10,7,4,-87
1456860,0.7501221,-0.20532227,0.62854004,-0.0010375977,-30,97,-10,15,4,-74
1464880,0.75024414,-0.20532227,0.62841797,-0.0010986328,-30,85,-10,24,4,-62
1472892,0.75042725,-0.20526123,0.62823486,-0.0010986328,-30,80,-10,25,4,-37
1480900,0.7504883,-0.20532227,0.6281128,-0.001159668,-30,83,-10,22,4,-40
1488936,0.7504883,-0.2053833,0.6281128,-0.0012207031,-30,82,-10,25,4,-48
1496940,0.7504883,-0.20544434,0.6281128,-0.0012207031,-30,93,-10,32,4,-50
1504960,0.75042725,-0.2055664,0.6281128,-0.0012817383,-30,104,-10,31,4,-59
1512968,0.7503662,-0.20562744,0.6281128,-0.0012817383,-30,103,-10,31,4,-72
1520972,0.7503662,-0.20568848,0.6281128,-0.0013427734,-30,102,-10,25,4,-76
1528988,0.75042725,-0.20574951,0.6281128,-0.0013427734,-30,103,-10,19,4,-84
1537012,0.7504883,-0.20574951,0.6279907,-0.0014038086,-30,104,-10,14,4,-95
1545048,0.75061035,-0.20568848,0.62786865,-0.0014038086,-30,106,-10,12,4,-111
1553052,0.75079346,-0.20562744,0.6276245,-0.0014038086,-30,112,-10,12,4,-104
1561068,0.75097656,-0.20550537,0.6274414,-0.0014038086,-30,106,-10,14,4,-93
