2220,0.6258545,0.7764282,3.9266968,0.0049438477,2,-117,23,-111,-5,3
2234,0.62628174,0.77612305,3.9276733,0.00592041,2,-38,25,-97,-5,6
2234,0.6268921,0.77575684,3.9285889,0.0068359375,3,33,27,38,-5,99
2250,0.6275635,0.77526855,3.9291992,0.007507324,3,84,28,72,-5,-38
2251,0.6281128,0.7748413,3.9295044,0.0078125,3,118,29,34,-4,19
2267,0.6286011,0.7744751,3.9296265,0.0078125,3,-117,29,-63,-4,5
2282,0.6289673,0.7741699,3.9296265,0.007751465,3,-102,30,44,-5,-61
2283,0.6293335,0.77386475,3.9296875,0.0078125,3,-77,30,120,-5,-110
2298,0.6298218,0.7734375,3.9299316,0.008056641,3,-53,30,-77,-5,-112
2314,0.6303711,0.77301025,3.9301758,0.008422852,3,-16,30,-32,-5,-102
2314,0.63098145,0.772583,3.93042,0.0087890625,4,6,31,2,-5,-85
2330,0.63153076,0.7720947,3.930725,0.009155273,4,11,31,26,-5,-54
2330,0.6321411,0.7716675,3.9310303,0.009521484,4,21,31,42,-5,-42
2346,0.63275146,0.7711792,3.9315186,0.010070801,3,-3,31,55,-5,-30
2362,0.63342285,0.7706909,3.932129,0.0107421875,3,-14,31,67,-5,-24
2362,0.6340332,0.77020264,3.9328613,0.0115356445,4,6,31,78,-4,22
2378,0.6347046,0.76971436,3.9335327,0.012268066,4,43,31,86,-4,119
2394,0.635376,0.7692261,3.93396,0.012756348,4,65,31,88,-4,-63
2394,0.63586426,0.7687988,3.9342651,0.013000488,4,80,31,93,-4,-46
2411,0.6362915,0.76849365,3.9345093,0.013122559,4,81,31,98,-4,-48
2411,0.63671875,0.7681885,3.9346924,0.013122559,4,87,31,106,-4,-53
2427,0.63708496,0.7678833,3.9348145,0.013061523,4,100,31,109,-4,-25
2442,0.63739014,0.7675781,3.9348145,0.012817383,4,112,31,106,-3,25
2443,0.6376953,0.767334,3.9346313,0.012329102,4,96,31,107,-3,64
2459,0.6378784,0.7672119,3.9343262,0.011474609,4,78,31,108,-3,39
2474,0.6378784,0.7671509,3.933899,0.010620117,4,75,31,105,-4,-73
2475,0.6378784,0.7671509,3.9336548,0.009887695,4,66,31,105,-4,102
2490,0.63793945,0.76708984,3.9336548,0.009338379,4,51,31,103,-4,69
2491,0.63812256,0.7669678,3.9337158,0.008850098,4,54,31,98,-4,60
2506,0.63830566,0.7668457,3.933838,0.008361816,4,61,31,98,-4,95
2522,0.63848877,0.76672363,3.93396,0.0078125,4,46,31,100,-4,114
2523,0.63861084,0.76660156,3.934021,0.0071411133,4,17,31,94,-4,60
2538,0.6386719,0.76660156,3.9342651,0.006591797,3,-35,31,102,-5,-15
2554,0.638855,0.7664795,3.9348145,0.0063476562,3,-80,31,105,-5,-48
2554,0.6390991,0.7663574,3.9354248,0.006225586,3,-98,31,113,-5,-7
2586,0.6397095,0.76586914,3.9362793,0.0057373047,3,-92,31,116,-4,120
2586,0.6399536,0.7657471,3.9365234,0.0053100586,3,-102,31,117,-4,-115
2602,0.6401367,0.76556396,3.9367065,0.0048217773,3,-108,31,111,-4,-119
2602,0.6403198,0.7654419,3.9368896,0.004272461,3,-123,31,118,-4,123
2619,0.6404419,0.76538086,3.9370728,0.0037231445,3,113,31,122,-4,117
2634,0.640625,0.7652588,3.9371948,0.0030517578,3,90,31,121,-4,117
2650,0.6408081,0.7650757,3.9371338,0.0013427734,3,54,31,111,-4,48
2666,0.6407471,0.7651367,3.937378,7.9345703E-4,3,71,31,105,-5,-22
2666,0.6409302,0.76501465,3.9378052,6.1035156E-4,3,61,31,105,-4,13
2682,0.6411743,0.76483154,3.9382324,4.272461E-4,3,35,31,110,-4,52
2683,0.6413574,0.7647095,3.9385986,1.2207031E-4,3,23,31,115,-4,64
2698,0.6415405,0.7645874,3.9389038,3.999817,3,8,31,117,-4,63
2714,0.6416626,0.76452637,3.939148,3.9994507,2,-3,31,119,-4,35
2714,0.64178467,0.76446533,3.939392,3.9991455,2,-9,31,116,-5,-7
2746,0.6422119,0.7640991,3.9399414,3.9987793,3,12,31,120,-4,16
2746,0.6425171,0.763855,3.9401855,3.998413,3,14,31,-123,-4,109
2762,0.64294434,0.76348877,3.9401855,3.9969482,2,-7,31,-123,-4,-121
2778,0.6430664,0.7633667,3.9401245,3.9960938,2,-44,31,126,-4,-127
2794,0.6431885,0.76330566,3.9400024,3.9952393,2,-102,31,124,-4,98
2794,0.6432495,0.7632446,3.9398193,3.9943237,2,-86,31,125,-4,47
2826,0.6435547,0.76293945,3.9397583,3.9925537,2,-96,31,-124,-4,65
2842,0.64367676,0.7628174,3.9398193,3.9921265,2,125,31,124,-5,-4
2843,0.6437378,0.76275635,3.9401245,3.9918823,2,85,31,127,-5,-48
2858,0.6439209,0.7626953,3.9405518,3.9918213,2,70,31,-127,-5,-55
2874,0.64416504,0.7625122,3.94104,3.9918823,2,87,31,-119,-5,-28
2874,0.6444702,0.7623291,3.9414673,3.9919434,2,-58,31,119,-4,15
2890,0.6448364,0.7620239,3.9419556,3.9921265,2,-124,31,127,-4,-75
2906,0.64508057,0.7617798,3.9420776,3.9918213,2,-115,31,123,-4,-97
2906,0.64520264,0.76171875,3.9422607,3.9915771,2,-99,31,127,-4,-101
2922,0.6453247,0.7615967,3.9424438,3.991272,2,-96,31,-115,-4,-47
2922,0.6454468,0.76153564,3.9423828,3.9906616,2,-98,31,-116,-4,-64
2939,0.6454468,0.7614746,3.9423218,3.9901123,2,-99,31,-120,-4,-99
2954,0.6455078,0.7614746,3.9423828,3.989502,2,-124,31,-124,-4,-125
